task_id,ratio,position,h_full,h_compressed,delta_h,kl_full_compressed,ce_full,ce_compressed,cache_seq_length_full,cache_seq_length_compressed
0,0.25,0,0.050709620118141174,0.02294236794114113,-0.027767252177000046,0.0027958417776972055,27.26106834411621,27.707157135009766,1079,809
0,0.25,1,0.008810559287667274,0.004223630763590336,-0.004586928524076939,0.0002580834843683988,22.171152114868164,23.151182174682617,1079,809
0,0.25,2,0.006577096413820982,0.005770883057266474,-0.0008062133565545082,7.538768841186538e-06,27.941442489624023,28.144258499145508,1079,809
0,0.25,3,0.327426940202713,0.4804191291332245,0.15299218893051147,0.015869280323386192,23.183979034423828,21.757356643676758,1079,809
0,0.75,0,0.050709620118141174,0.020460009574890137,-0.030249610543251038,0.0035558007657527924,27.26106834411621,27.830753326416016,1079,269
0,0.75,1,0.008810559287667274,0.0044048624113202095,-0.004405696876347065,0.00023055025667417794,22.171152114868164,23.917640686035156,1079,269
0,0.75,2,0.006577096413820982,0.0046165636740624905,-0.0019605327397584915,5.7769248087424785e-05,27.941442489624023,28.369586944580078,1079,269
0,0.75,3,0.327426940202713,0.4595474898815155,0.1321205496788025,0.01658710092306137,23.183979034423828,21.639429092407227,1079,269
1,0.25,0,0.22971211373806,0.10782907903194427,-0.12188303470611572,14.34902572631836,22.5544490814209,26.70277976989746,1104,828
1,0.25,1,0.0880623608827591,1.0840673446655273,0.9960049986839294,4.945755481719971,20.01508331298828,20.231651306152344,1104,828
1,0.25,2,0.7068410515785217,5.4691162109375,4.762275218963623,18.266122817993164,25.525989532470703,10.95187759399414,1104,828
1,0.25,3,0.1311805546283722,0.1342315971851349,0.0030510425567626953,0.006875915918499231,29.04973793029785,24.63784408569336,1104,828
1,0.75,0,0.22971211373806,0.5619942545890808,0.3322821259498596,12.59030532836914,22.5544490814209,25.763700485229492,1104,276
1,0.75,1,0.0880623608827591,1.9828940629959106,1.894831657409668,4.521505832672119,20.01508331298828,19.61702537536621,1104,276
1,0.75,2,0.7068410515785217,7.008800506591797,6.30195951461792,16.88486099243164,25.525989532470703,9.819814682006836,1104,276
1,0.75,3,0.1311805546283722,0.15913410484790802,0.027953550219535828,0.009022911079227924,29.04973793029785,24.325294494628906,1104,276
2,0.25,0,0.7704198360443115,0.728692889213562,-0.04172694683074951,0.001065945834852755,27.4697208404541,27.873546600341797,1082,811
2,0.25,1,2.491049289703369,2.835160255432129,0.34411096572875977,0.04755007103085518,18.211027145385742,17.228771209716797,1082,811
2,0.75,0,0.7704198360443115,1.028496265411377,0.25807642936706543,0.05514945089817047,27.4697208404541,25.203990936279297,1082,270
2,0.75,1,2.491049289703369,3.1844258308410645,0.6933765411376953,0.08753323554992676,18.211027145385742,17.066404342651367,1082,270
3,0.25,0,0.6837452054023743,0.8046638369560242,0.1209186315536499,0.01572597585618496,24.47833824157715,22.91161346435547,1083,812
3,0.75,0,0.6837452054023743,0.5703099370002747,-0.11343526840209961,0.03415147215127945,24.47833824157715,22.795682907104492,1083,270
4,0.25,0,6.475986957550049,5.531204700469971,-0.9447822570800781,5.124499797821045,23.380704879760742,22.72029685974121,1075,806
4,0.25,1,4.607959270477295,4.915582180023193,0.30762290954589844,0.12482848018407822,22.063526153564453,21.73247528076172,1075,806
4,0.25,2,3.4470462799072266,3.824843168258667,0.37779688835144043,0.06617866456508636,14.769322395324707,13.825760841369629,1075,806
4,0.25,3,1.946150541305542,2.449204206466675,0.5030536651611328,0.035095058381557465,13.655655860900879,13.027115821838379,1075,806
4,0.75,0,6.475986957550049,4.275726795196533,-2.2002601623535156,5.430086135864258,23.380704879760742,22.150785446166992,1075,268
4,0.75,1,4.607959270477295,5.05519962310791,0.44724035263061523,0.16614077985286713,22.063526153564453,21.189558029174805,1075,268
4,0.75,2,3.4470462799072266,3.5553743839263916,0.10832810401916504,0.06753019988536835,14.769322395324707,15.74559211730957,1075,268
4,0.75,3,1.946150541305542,1.9330300092697144,-0.013120532035827637,0.02513786591589451,13.655655860900879,13.830649375915527,1075,268
5,0.25,0,0.012954862788319588,0.013803394511342049,0.0008485317230224609,5.2361705456860363e-05,32.35212707519531,31.402589797973633,1083,812
5,0.25,1,0.5498145818710327,0.21890033781528473,-0.3309142589569092,0.34659242630004883,22.060062408447266,21.41544532775879,1083,812
5,0.75,0,0.012954862788319588,0.09749782085418701,0.08454295992851257,0.010092474520206451,32.35212707519531,27.43458366394043,1083,270
5,0.75,1,0.5498145818710327,0.12578736245632172,-0.4240272045135498,0.8122105002403259,22.060062408447266,22.665246963500977,1083,270
6,0.25,0,0.12910208106040955,0.06566345691680908,-0.06343862414360046,0.006744552869349718,22.182016372680664,22.34499740600586,1076,807
6,0.25,1,2.6940083503723145,3.503328561782837,0.8093202114105225,0.30873119831085205,11.281350135803223,9.76322078704834,1076,807
6,0.25,2,5.039676189422607,5.0868449211120605,0.047168731689453125,0.04590153694152832,16.895654678344727,17.384075164794922,1076,807
6,0.25,3,2.605534315109253,2.718637704849243,0.11310338973999023,0.06580626219511032,20.202817916870117,20.255048751831055,1076,807
6,0.25,4,0.2008495330810547,0.21500052511692047,0.014150992035865784,0.002697102492675185,23.888992309570312,22.475400924682617,1076,807
6,0.75,0,0.12910208106040955,0.050287701189517975,-0.07881437987089157,0.009099515154957771,22.182016372680664,21.678556442260742,1076,269
6,0.75,1,2.6940083503723145,3.2457752227783203,0.5517668724060059,0.57529616355896,11.281350135803223,10.274495124816895,1076,269
6,0.75,2,5.039676189422607,5.248418807983398,0.20874261856079102,0.21609850227832794,16.895654678344727,17.971498489379883,1076,269
6,0.75,3,2.605534315109253,2.6422531604766846,0.03671884536743164,0.16301696002483368,20.202817916870117,20.360464096069336,1076,269
6,0.75,4,0.2008495330810547,0.1664215326309204,-0.03442800045013428,0.0045493426732718945,23.888992309570312,24.019804000854492,1076,269
7,0.25,0,1.7967137098312378,0.6535373330116272,-1.1431763172149658,0.6804825663566589,27.737754821777344,29.00875473022461,1077,807
7,0.25,1,0.032722145318984985,0.0268440842628479,-0.005878061056137085,9.216027683578432e-05,35.14091873168945,35.579811096191406,1077,807
7,0.25,2,0.003707680618390441,0.0037000328302383423,-7.647788152098656e-06,2.740568788794917e-06,24.165430068969727,24.357038497924805,1077,807
7,0.25,3,0.002046325709670782,0.0019534651655703783,-9.286054410040379e-05,7.688788059567742e-07,46.27348709106445,46.47636032104492,1077,807
7,0.25,4,0.4005208909511566,0.42178288102149963,0.021261990070343018,0.0005464449641294777,34.240238189697266,33.64091110229492,1077,807
7,0.75,0,1.7967137098312378,0.355947881937027,-1.4407658576965332,1.3090548515319824,27.737754821777344,30.506816864013672,1077,269
7,0.75,1,0.032722145318984985,0.02248813398182392,-0.010234011337161064,0.0003175008750986308,35.14091873168945,35.97378921508789,1077,269
7,0.75,2,0.003707680618390441,0.006231075152754784,0.0025233945343643427,6.43505118205212e-05,24.165430068969727,22.508806228637695,1077,269
7,0.75,3,0.002046325709670782,0.0017290927935391665,-0.00031723291613161564,7.40361747375573e-06,46.27348709106445,46.166378021240234,1077,269
7,0.75,4,0.4005208909511566,0.45952340960502625,0.05900251865386963,0.0026357939932495356,34.240238189697266,34.3282470703125,1077,269
8,0.25,0,2.7305524349212646,2.621666193008423,-0.1088862419128418,0.4735471308231354,21.729869842529297,20.296295166015625,1095,821
8,0.25,1,0.033744603395462036,0.021515553817152977,-0.01222904957830906,0.0019292241195216775,33.90435791015625,33.615169525146484,1095,821
8,0.75,0,2.7305524349212646,3.012385129928589,0.2818326950073242,0.773941159248352,21.729869842529297,19.18673324584961,1095,273
8,0.75,1,0.033744603395462036,0.014420905150473118,-0.019323699176311493,0.002410001354292035,33.90435791015625,35.13340377807617,1095,273
