regime,task_id,ratio,h_full,h_compressed,delta_h,kl,ce_full,ce_compressed,excess_ce
teacher_forced,0,0.25,0.09838105400558556,0.12833900272380558,0.029957948718219995,0.004732686088573196,25.139410495758057,25.189988613128662,0.05057811737060547
teacher_forced,0,0.75,0.09838105400558556,0.12225723138544706,0.023876177379861523,0.005107805298393882,25.139410495758057,25.43935251235962,0.2999420166015625
teacher_forced,1,0.25,0.28894902020692825,1.6988110579550266,1.4098620563745499,9.391944985487498,24.286314964294434,20.631038188934326,-3.6552767753601074
teacher_forced,1,0.75,0.28894902020692825,2.428205732256174,2.139256712049246,8.501423766138032,24.286314964294434,19.88145875930786,-4.404856204986572
teacher_forced,10,0.25,1.7070946991443634,1.571115357535226,-0.13597934160913736,0.09098587953485544,22.39974852970668,22.916764395577566,0.517015865870885
teacher_forced,10,0.75,1.7070946991443634,2.061246714421681,0.3541520152773176,0.24404795015496863,22.39974852970668,21.41072736467634,-0.9890211650303407
teacher_forced,100,0.25,0.25245061097666616,0.1879124302261819,-0.06453818075048419,0.007744503794431971,27.451873779296875,27.81073570251465,0.35886192321777344
teacher_forced,100,0.75,0.25245061097666616,0.41542281707127887,0.16297220190366107,0.09361203449467813,27.451873779296875,24.637047449747723,-2.8148263295491525
teacher_forced,101,0.25,1.0545969367027284,1.1014243841171265,0.046827447414398184,0.016297016444150318,18.77303466796875,19.195915985107423,0.42288131713867116
teacher_forced,101,0.75,1.0545969367027284,1.098057506978512,0.04346057027578352,0.03143016081303352,18.77303466796875,19.779120635986327,1.006085968017576
teacher_forced,102,0.25,6.474204540252686,6.109582424163818,-0.3646221160888672,0.04739924333989615,9.92938756942749,10.152191162109375,0.22280359268188477
teacher_forced,102,0.75,6.474204540252686,4.91387414932251,-1.5603303909301758,0.399421140551567,9.92938756942749,11.076451778411865,1.147064208984375
teacher_forced,103,0.25,1.1180362105369568,0.7014546282589437,-0.4165815860033035,1.1096512991935015,26.491313934326172,27.116400718688965,0.625086784362793
teacher_forced,103,0.75,1.1180362105369568,1.619654729962349,0.5016185194253922,0.46497256681323046,26.491313934326172,27.592302322387695,1.1009883880615234
teacher_forced,104,0.25,2.1891475717226663,1.610198974609375,-0.5789485971132914,0.051332572475075666,15.025179545084635,15.491974512736002,0.4667949676513672
teacher_forced,104,0.75,2.1891475717226663,2.135501821835836,-0.05364574988683063,0.07688159309327597,15.025179545084635,15.713644981384277,0.6884654362996425
teacher_forced,105,0.25,0.1402861028909683,0.1090851426124572,-0.031200960278511,0.002453280147165,22.44062042236328,21.22800064086914,-1.2126197814941406
