task_id,ratio,position,h_full,h_compressed,delta_h,kl_full_compressed,ce_full,ce_compressed,cache_seq_length_full,cache_seq_length_compressed
0,0.25,0,0.04760702699422836,0.02056724578142166,-0.0270397812128067,0.0028643847908824682,27.277414321899414,27.87022590637207,1079,809
0,0.25,1,0.00802677869796753,0.003937017172574997,-0.004089761525392532,0.0002194585104007274,22.317575454711914,23.241317749023438,1079,809
0,0.25,2,0.006278079003095627,0.005679840687662363,-0.0005982383154332638,5.1676079237950034e-06,27.98650550842285,28.13298225402832,1079,809
0,0.25,3,0.34586262702941895,0.5374426245689392,0.19157999753952026,0.020395774394273758,23.030126571655273,21.4677677154541,1079,809
0,0.75,0,0.04760702699422836,0.01835809275507927,-0.029248934239149094,0.003588645486161113,27.277414321899414,28.016414642333984,1079,269
0,0.75,1,0.00802677869796753,0.004006419330835342,-0.004020359367132187,0.00020823953673243523,22.317575454711914,24.041576385498047,1079,269
0,0.75,2,0.006278079003095627,0.004482124466449022,-0.0017959545366466045,5.214940756559372e-05,27.98650550842285,28.347036361694336,1079,269
0,0.75,3,0.34586262702941895,0.5139296054840088,0.16806697845458984,0.020735464990139008,23.030126571655273,21.382789611816406,1079,269
1,0.25,0,0.22668465971946716,0.1043349951505661,-0.12234966456890106,14.399212837219238,22.59939956665039,26.758800506591797,1104,828
1,0.25,1,0.08134628087282181,1.1427497863769531,1.061403512954712,4.835963249206543,20.205739974975586,20.13671112060547,1104,828
1,0.25,2,0.7053795456886292,5.431245803833008,4.725866317749023,18.2714786529541,25.508926391601562,10.949380874633789,1104,828
1,0.25,3,0.13967196643352509,0.1420968621969223,0.002424895763397217,0.007213133852928877,28.978397369384766,24.44193458557129,1104,828
1,0.75,0,0.22668465971946716,0.5634546279907227,0.3367699682712555,12.562188148498535,22.59939956665039,25.754093170166016,1104,276
1,0.75,1,0.08134628087282181,2.1149563789367676,2.0336101055145264,4.397177696228027,20.205739974975586,19.498899459838867,1104,276
1,0.75,2,0.7053795456886292,7.0495734214782715,6.344193935394287,16.849918365478516,25.508926391601562,9.765122413635254,1104,276
1,0.75,3,0.13967196643352509,0.16365045309066772,0.02397848665714264,0.00960463471710682,28.978397369384766,24.190853118896484,1104,276
2,0.25,0,0.7760632634162903,0.7234333157539368,-0.052629947662353516,0.0016280603595077991,27.39775848388672,27.79362678527832,1082,813
2,0.25,1,2.4036037921905518,2.8005077838897705,0.39690399169921875,0.051974330097436905,18.306550979614258,17.357656478881836,1082,813
2,0.75,0,0.7760632634162903,1.0375515222549438,0.26148825883865356,0.05824151635169983,27.39775848388672,25.138647079467773,1082,272
2,0.75,1,2.4036037921905518,3.0954642295837402,0.6918604373931885,0.09042340517044067,18.306550979614258,17.236228942871094,1082,272
3,0.25,0,0.7125381231307983,0.8467579483985901,0.13421982526779175,0.019095733761787415,24.636640548706055,22.989822387695312,1083,813
3,0.75,0,0.7125381231307983,0.6138015985488892,-0.09873652458190918,0.03270354121923447,24.636640548706055,22.600120544433594,1083,271
4,0.25,0,6.179713726043701,5.700611591339111,-0.47910213470458984,5.362603187561035,23.410276412963867,22.600616455078125,1075,806
4,0.25,1,4.555584907531738,4.887386322021484,0.3318014144897461,0.12485916912555695,22.159568786621094,21.756481170654297,1075,806
4,0.25,2,3.363884449005127,3.8079049587249756,0.44402050971984863,0.07396067678928375,14.898384094238281,13.85614013671875,1075,806
4,0.25,3,1.9264824390411377,2.4858815670013428,0.5593991279602051,0.0403352752327919,13.676532745361328,12.998895645141602,1075,806
4,0.75,0,6.179713726043701,4.5049543380737305,-1.6747593879699707,5.551762104034424,23.410276412963867,21.973052978515625,1075,268
4,0.75,1,4.555584907531738,5.045717239379883,0.49013233184814453,0.17254100739955902,22.159568786621094,21.194765090942383,1075,268
4,0.75,2,3.363884449005127,3.554311752319336,0.19042730331420898,0.07151756435632706,14.898384094238281,15.764768600463867,1075,268
4,0.75,3,1.9264824390411377,1.9592783451080322,0.03279590606689453,0.02698162943124771,13.676532745361328,13.797142028808594,1075,268
5,0.25,0,0.013106445781886578,0.013532441109418869,0.0004259953275322914,4.979411096428521e-05,32.3972282409668,31.473003387451172,1083,814
5,0.25,1,0.5451138615608215,0.21413035690784454,-0.3309835195541382,0.35426056385040283,22.08523941040039,21.409221649169922,1083,814
5,0.75,0,0.013106445781886578,0.09276650846004486,0.07966006547212601,0.009476102888584137,32.3972282409668,27.619956970214844,1083,272
5,0.75,1,0.5451138615608215,0.12626437842845917,-0.41884946823120117,0.8093377947807312,22.08523941040039,22.65986442565918,1083,272
6,0.25,0,0.13717587292194366,0.0679999515414238,-0.06917592138051987,0.007578026968985796,22.160314559936523,22.311410903930664,1076,808
6,0.25,1,2.691789150238037,3.5126829147338867,0.8208937644958496,0.31239402294158936,11.37402057647705,9.798702239990234,1076,808
6,0.25,2,5.031150817871094,5.0962347984313965,0.06508398056030273,0.04676387831568718,16.963449478149414,17.386947631835938,1076,808
6,0.25,3,2.6246378421783447,2.7205288410186768,0.09589099884033203,0.0724453553557396,20.22244644165039,20.294330596923828,1076,808
6,0.25,4,0.18416057527065277,0.20444750785827637,0.020286932587623596,0.0026244050823152065,24.20824432373047,22.6093692779541,1076,808
6,0.75,0,0.13717587292194366,0.051729362457990646,-0.08544650673866272,0.0101169990375638,22.160314559936523,21.644874572753906,1076,270
6,0.75,1,2.691789150238037,3.2410905361175537,0.5493013858795166,0.5794925689697266,11.37402057647705,10.313651084899902,1076,270
6,0.75,2,5.031150817871094,5.251212120056152,0.2200613021850586,0.21514156460762024,16.963449478149414,17.989028930664062,1076,270
6,0.75,3,2.6246378421783447,2.6394190788269043,0.01478123664855957,0.15781383216381073,20.22244644165039,20.38299560546875,1076,270
6,0.75,4,0.18416057527065277,0.15809747576713562,-0.02606309950351715,0.004196889232844114,24.20824432373047,24.25553321838379,1076,270
7,0.25,0,1.8193047046661377,0.6513351202011108,-1.1679695844650269,0.7303298115730286,27.741954803466797,29.01067543029785,1077,808
7,0.25,1,0.0333753377199173,0.027245795354247093,-0.006129542365670204,9.915480040945113e-05,35.10154724121094,35.574222564697266,1077,808
7,0.25,2,0.00352301518432796,0.0035517998039722443,2.878461964428425e-05,3.2146165267477045e-06,24.278125762939453,24.435922622680664,1077,808
