regime,task_id,kv_caching,ratio,h_mean_bits,ce_mean_bits
teacher_forced,0,full,,0.10194362793117757,25.152905464172363
teacher_forced,1,full,,0.2882706131786108,24.323115825653076
teacher_forced,10,full,,1.7002281929765428,22.446457045418875
teacher_forced,100,full,,0.26356406168391305,27.466495513916016
teacher_forced,101,full,,1.0480265766382217,18.811236953735353
teacher_forced,102,full,,6.447108864784241,9.942682027816772
teacher_forced,103,full,,1.1183802634477615,26.53739070892334
teacher_forced,104,full,,2.156919221083323,15.105708758036295
teacher_forced,105,full,,0.1520523875951767,22.79317092895508
teacher_forced,106,full,,4.9030576546986895,26.777931213378906
teacher_forced,107,full,,0.16803705158235965,28.719157695770264
teacher_forced,108,full,,0.7759767770767212,25.472476959228516
teacher_forced,109,full,,1.6850275211036205,25.66383171081543
teacher_forced,11,full,,2.569106181462606,17.658374786376953
teacher_forced,110,full,,1.3780354807774227,19.596423943837483
teacher_forced,111,full,,0.5348440125584603,22.823510360717773
teacher_forced,112,full,,0.2545579820871353,23.24681568145752
teacher_forced,113,full,,0.1414476931095123,23.035858154296875
teacher_forced,114,full,,0.5040523260831833,27.5847806930542
teacher_forced,115,full,,0.9262028336524964,16.756059646606445
teacher_forced,116,full,,0.947125822926561,22.741108894348145
teacher_forced,117,full,,4.175748432427644,18.69784770011902
teacher_forced,118,full,,0.12815938800728563,27.165328979492188
teacher_forced,119,full,,2.6612665355205536,22.786784410476685
teacher_forced,12,full,,2.3833784063657126,27.347323099772137
teacher_forced,120,full,,0.2163040041923523,25.827245712280273
teacher_forced,121,full,,0.4691287242458202,30.46839714050293
teacher_forced,122,full,,3.2619936227798463,19.450171089172365
teacher_forced,123,full,,1.1449078524278269,23.309164894951714
teacher_forced,124,full,,0.13598312768317553,33.6524076461792
teacher_forced,125,full,,0.1035239696502685,21.844749450683594
teacher_forced,126,full,,1.0952103175222874,22.39112745012556
teacher_forced,127,full,,0.22933141142129895,18.528440475463867
teacher_forced,128,full,,1.6260212659835815,22.187984466552734
teacher_forced,129,full,,0.3315577863249927,23.025527894496918
teacher_forced,13,full,,0.286987341940403,25.81480312347412
teacher_forced,130,full,,1.491613745689392,17.317421436309814
teacher_forced,131,full,,0.1977788656949997,28.39984130859375
teacher_forced,132,full,,2.6244411200284956,20.32820529937744
teacher_forced,133,full,,0.694166224822402,22.518217849731446
teacher_forced,134,full,,3.234224279721578,22.18722407023112
teacher_forced,135,full,,0.41925213718786836,29.8440736134847
teacher_forced,136,full,,3.0565930207570395,14.557267189025879
teacher_forced,137,full,,0.07029243558645246,29.273418426513672
teacher_forced,138,full,,2.000711999833584,20.787242889404297
teacher_forced,139,full,,0.35491071971773636,31.811620235443115
teacher_forced,14,full,,2.5447900582324054,17.93998415329877
teacher_forced,140,full,,2.0928184539079666,20.40465235710144
teacher_forced,141,full,,5.656079292297363,20.24764633178711
teacher_forced,142,full,,1.480974730104208,19.200376272201538
teacher_forced,143,full,,0.5301559157669544,24.6492977142334
teacher_forced,144,full,,0.6316418647766113,25.71153450012207
teacher_forced,145,full,,3.5177897423505784,20.048046875
teacher_forced,146,full,,0.3555591106414795,29.0605411529541
teacher_forced,147,full,,1.4027289524674416,23.29585361480713
teacher_forced,148,full,,1.1704408845731191,19.121253967285156
teacher_forced,149,full,,1.366754174232483,26.10173988342285
teacher_forced,15,full,,0.772167658805847,17.780388832092285
teacher_forced,16,full,,4.263124950230122,14.306092500686646
teacher_forced,17,full,,0.5730078058938185,23.676500002543133
teacher_forced,18,full,,1.3032812528312205,20.265907287597656
teacher_forced,19,full,,0.45398320257663727,26.455071449279785
teacher_forced,2,full,,1.5898335278034212,22.85215473175049
teacher_forced,20,full,,1.5240458101034164,17.12044906616211
teacher_forced,21,full,,3.643570154905319,15.878817796707153
teacher_forced,22,full,,0.604931004345417,23.79361343383789
teacher_forced,23,full,,1.7695282362401485,19.210965156555176
teacher_forced,24,full,,1.1285243183374405,20.67423137029012
teacher_forced,25,full,,3.860754542052746,19.275745391845703
teacher_forced,26,full,,0.44992041587829584,27.719863891601562
teacher_forced,27,full,,0.25572388898581266,27.555023193359375
teacher_forced,28,full,,0.8164978079497814,19.270956802368165
teacher_forced,29,full,,0.6065396936610341,20.033236980438232
teacher_forced,3,full,,0.7125381231307983,24.636640548706055
teacher_forced,30,full,,1.5486764758825302,25.385769367218018
teacher_forced,31,full,,0.9613784641027451,24.0714599609375
teacher_forced,32,full,,3.9984090526898703,23.542992273966473
teacher_forced,33,full,,0.482728452150089,27.472918192545574
teacher_forced,34,full,,0.6451574116945267,26.558964252471924
teacher_forced,35,full,,0.12477563237189311,27.9017333984375
teacher_forced,36,full,,1.7786729335784912,20.946053504943848
teacher_forced,37,full,,0.2971614580601454,26.75104856491089
teacher_forced,38,full,,1.6030833393335342,18.13071460723877
teacher_forced,39,full,,0.1784819262102246,32.23757266998291
teacher_forced,4,full,,4.006416380405426,18.536190509796143
teacher_forced,40,full,,0.8316259831190109,24.81485366821289
teacher_forced,41,full,,0.9284577040622631,19.267691532770794
teacher_forced,42,full,,2.4796559711297355,23.25070063273112
teacher_forced,43,full,,0.0708074569702148,28.312719345092773
teacher_forced,44,full,,3.963956815004349,18.485213470458984
teacher_forced,45,full,,0.6341341529041529,29.34711742401123
teacher_forced,46,full,,1.4366119503974915,25.9512300491333
teacher_forced,47,full,,2.185157469340733,21.105856895446777
teacher_forced,48,full,,2.6862198282698437,19.93849846294948
teacher_forced,49,full,,1.0918091237545013,25.765877723693848
teacher_forced,5,full,,0.279110153671354,27.241233825683594
teacher_forced,50,full,,0.6866829028585926,22.536865234375
teacher_forced,51,full,,0.6438997890800238,21.227971076965332
teacher_forced,52,full,,0.0454466082155704,26.75113868713379
teacher_forced,53,full,,2.9250065088272095,26.585403442382812
teacher_forced,54,full,,1.8809729874134065,20.270962524414063
teacher_forced,55,full,,0.0755979865789413,29.390918731689453
teacher_forced,56,full,,1.0211242735385895,19.49018096923828
teacher_forced,57,full,,0.10618151072412725,28.453993320465088
teacher_forced,58,full,,1.0176137909293175,23.904996871948242
teacher_forced,59,full,,2.782872964938482,25.029245376586914
teacher_forced,6,full,,2.1337828516960142,18.98569507598877
teacher_forced,60,full,,0.0976669266819953,20.744394302368164
teacher_forced,61,full,,0.191412091255188,24.37734031677246
teacher_forced,62,full,,1.0547480583190918,19.04449462890625
teacher_forced,63,full,,2.7194655522704125,22.371751022338866
teacher_forced,64,full,,0.1313414573669433,20.62495803833008
teacher_forced,65,full,,3.280933767557144,18.100087881088257
teacher_forced,66,full,,0.17397836968302724,29.701805750528973
teacher_forced,67,full,,0.3804751634597778,28.61194229125977
teacher_forced,68,full,,0.138343334197998,27.349672317504883
teacher_forced,69,full,,0.0970835089683532,25.67104148864746
teacher_forced,7,full,,0.45198001665994525,33.536965942382814
teacher_forced,70,full,,2.7570506568465913,19.36000837598528
teacher_forced,71,full,,2.0757625941187143,21.843185424804688
teacher_forced,72,full,,3.5114264488220215,22.18086814880371
teacher_forced,73,full,,0.6043072056490928,30.08604621887207
teacher_forced,74,full,,0.1594875912220838,30.495031356811523
teacher_forced,75,full,,0.2358082979917526,33.2524299621582
teacher_forced,76,full,,0.32399301137775177,27.0906023979187
teacher_forced,77,full,,1.6135263195028529,18.546621441841125
teacher_forced,78,full,,0.40943903041382623,24.68014399210612
teacher_forced,79,full,,0.36825995346589474,33.52595281600952
teacher_forced,8,full,,1.3781476449221373,27.925518035888672
teacher_forced,80,full,,1.0059612120967358,26.39169390996297
teacher_forced,81,full,,6.422162135442098,19.352633794148762
teacher_forced,82,full,,0.2699085380882025,28.05479145050049
teacher_forced,83,full,,1.1929257661104202,18.662042140960693
teacher_forced,84,full,,2.3176397174596786,16.67338228225708
teacher_forced,85,full,,0.2118777930736541,21.005849838256836
teacher_forced,86,full,,0.07003562932368362,29.016809463500977
teacher_forced,87,full,,1.1618265956640244,23.10450315475464
teacher_forced,88,full,,1.2028398513793943,23.840484619140625
teacher_forced,89,full,,0.3295433111488819,26.635305404663086
teacher_forced,9,full,,3.905773957570394,19.729886690775555
teacher_forced,90,full,,0.26362517699599264,31.06026382446289
teacher_forced,91,full,,1.0274600982666016,22.167625427246094
teacher_forced,92,full,,0.0729782134294509,27.944795608520508
teacher_forced,93,full,,0.6180979609489441,25.011032104492188
teacher_forced,94,full,,0.0769347921013832,30.328752517700195
teacher_forced,95,full,,0.35670133903622625,25.198611450195312
teacher_forced,96,full,,1.0728774219751358,21.214756727218628
teacher_forced,97,full,,1.699423648416996,24.251816749572754
teacher_forced,98,full,,2.7046673744916916,24.96617889404297
teacher_forced,99,full,,0.08079470230344056,30.080432891845703
teacher_forced,0,compressed,0.25,0.1419066820526495,25.178073406219482
teacher_forced,0,compressed,0.75,0.13519406050909308,25.446954250335693
teacher_forced,1,compressed,0.25,1.7051068618893623,20.571706771850586
teacher_forced,1,compressed,0.75,2.4729087203741074,19.802242040634155
teacher_forced,10,compressed,0.25,1.5802825135844094,22.88807909829276
teacher_forced,10,compressed,0.75,2.062664679118565,21.393689155578613
teacher_forced,100,compressed,0.25,0.20009027165360746,27.798468907674152
teacher_forced,100,compressed,0.75,0.42500952382882434,24.641084671020508
teacher_forced,101,compressed,0.25,1.1049417108297348,19.220113372802736
teacher_forced,101,compressed,0.75,1.1026131734251976,19.825161743164063
teacher_forced,102,compressed,0.25,6.073031067848206,10.158661365509033
teacher_forced,102,compressed,0.75,4.815558552742004,11.125075340270996
teacher_forced,103,compressed,0.25,0.7005645968019962,27.06553363800049
teacher_forced,103,compressed,0.75,1.6182335745543242,27.572606086730957
teacher_forced,104,compressed,0.25,1.57926607131958,15.503266016642252
