regime,task_id,ratio,h_full,h_compressed,delta_h,kl,ce_full,ce_compressed,excess_ce
teacher_forced,0,0.25,0.10194362793117757,0.1419066820526495,0.039963054121471955,0.005871196325870149,25.152905464172363,25.178073406219482,0.02516794204711914
teacher_forced,0,0.75,0.10194362793117757,0.13519406050909308,0.033250432577915524,0.0061461248551495234,25.152905464172363,25.446954250335693,0.2940487861633301
teacher_forced,1,0.25,0.2882706131786108,1.7051068618893623,1.4168362654745579,9.378466968308203,24.323115825653076,20.571706771850586,-3.7514090538024902
teacher_forced,1,0.75,0.2882706131786108,2.4729087203741074,2.184638123959303,8.454722211230546,24.323115825653076,19.802242040634155,-4.520873785018921
teacher_forced,10,0.25,1.7002281929765428,1.5802825135844094,-0.11994567939213342,0.09496788816925668,22.446457045418875,22.88807909829276,0.44162205287388545
teacher_forced,10,0.75,1.7002281929765428,2.062664679118565,0.3624364861420223,0.26053890878600733,22.446457045418875,21.393689155578613,-1.0527678898402613
teacher_forced,100,0.25,0.26356406168391305,0.20009027165360746,-0.06347379003030554,0.007713671628152935,27.466495513916016,27.798468907674152,0.33197339375813684
teacher_forced,100,0.75,0.26356406168391305,0.42500952382882434,0.16144545127948126,0.0958200482030709,27.466495513916016,24.641084671020508,-2.825410842895508
teacher_forced,101,0.25,1.0480265766382217,1.1049417108297348,0.05691513419151306,0.018807960906997278,18.811236953735353,19.220113372802736,0.4088764190673828
teacher_forced,101,0.75,1.0480265766382217,1.1026131734251976,0.05458659678697586,0.03433891525492068,18.811236953735353,19.825161743164063,1.0139247894287102
teacher_forced,102,0.25,6.447108864784241,6.073031067848206,-0.37407779693603516,0.049316698685288346,9.942682027816772,10.158661365509033,0.21597933769226074
teacher_forced,102,0.75,6.447108864784241,4.815558552742004,-1.6315503120422363,0.4153857342898845,9.942682027816772,11.125075340270996,1.1823933124542236
teacher_forced,103,0.25,1.1183802634477615,0.7005645968019962,-0.4178156703710556,1.1073290463536976,26.53739070892334,27.06553363800049,0.5281429290771484
teacher_forced,103,0.75,1.1183802634477615,1.6182335745543242,0.49985331296920776,0.46832699328660965,26.53739070892334,27.572606086730957,1.0352153778076172
teacher_forced,104,0.25,2.156919221083323,1.57926607131958,-0.577653149763743,0.052592677685121665,15.105708758036295,15.503266016642252,0.39755725860595703
teacher_forced,104,0.75,2.156919221083323,2.1252086063226066,-0.03171061476071673,0.0781720736995339,15.105708758036295,15.733140627543131,0.6274318695068359
teacher_forced,105,0.25,0.1520523875951767,0.1112640053033828,-0.0407883822917938,0.0033218623138964,22.79317092895508,21.443086624145508,-1.3500843048095739
teacher_forced,105,0.75,0.1520523875951767,0.1104840636253357,-0.041568323969841,0.0030589506495743,22.79317092895508,22.94308853149414,0.14991760253905895
teacher_forced,106,0.25,4.9030576546986895,4.924618164698283,0.021560509999593067,0.0127688930369913,26.777931213378906,26.551353454589844,-0.2265777587890625
teacher_forced,106,0.75,4.9030576546986895,4.935525258382161,0.03246760368347168,0.07865148596465583,26.777931213378906,26.340178807576496,-0.43775240580241004
teacher_forced,107,0.25,0.16803705158235965,0.2527482035038701,0.08471115192151048,0.027484543040850327,28.719157695770264,28.929916381835938,0.21075868606567383
teacher_forced,107,0.75,0.16803705158235965,0.2502094167757604,0.08217236519340079,0.0266725697391905,28.719157695770264,29.263519287109375,0.5443615913391113
teacher_forced,108,0.25,0.7759767770767212,1.874988913536072,1.0990121364593506,1.6855385303497314,25.472476959228516,20.862144470214844,-4.610332489013672
