task_id,ratio,position,h_full,h_compressed,delta_h,kl_full_compressed,ce_full,ce_compressed,cache_seq_length_full,cache_seq_length_compressed
0,0.25,0,0.05217581242322922,0.032109059393405914,-0.020066753029823303,0.001187648857012391,28.92729377746582,28.609182357788086,1079,809
0,0.25,1,0.007866257801651955,0.007165808696299791,-0.0007004491053521633,0.0001659285044297576,25.33806037902832,22.81320571899414,1079,809
0,0.25,2,0.02802167646586895,0.013707369565963745,-0.014314306899905205,0.0017996070673689246,26.963098526000977,26.87129783630371,1079,809
0,0.25,3,1.3246574401855469,1.4235719442367554,0.0989145040512085,0.017365271225571632,25.930877685546875,25.92167854309082,1079,809
0,0.75,0,0.05217581242322922,0.028848040848970413,-0.023327771574258804,0.0014317260356619954,28.92729377746582,29.28510093688965,1079,269
0,0.75,1,0.007866257801651955,0.006711452733725309,-0.0011548050679266453,0.00019811336824204773,25.33806037902832,22.001646041870117,1079,269
0,0.75,2,0.02802167646586895,0.014576565474271774,-0.013445110991597176,0.001929549966007471,26.963098526000977,26.104944229125977,1079,269
0,0.75,3,1.3246574401855469,1.315423607826233,-0.009233832359313965,0.010837137699127197,25.930877685546875,25.94396209716797,1079,269
1,0.25,0,0.03865242376923561,1.1410869359970093,1.102434515953064,13.430407524108887,32.37557601928711,24.455074310302734,1104,828
1,0.25,1,0.04144645854830742,4.256211280822754,4.214764595031738,2.8896613121032715,28.00337791442871,13.69937801361084,1104,828
1,0.25,2,0.001027024001814425,7.644564151763916,7.6435370445251465,11.39365291595459,36.40557861328125,18.855945587158203,1104,828
1,0.25,3,0.574960470199585,2.7300636768341064,2.1551032066345215,0.7261439561843872,28.45745086669922,17.294424057006836,1104,828
1,0.75,0,0.03865242376923561,3.990690231323242,3.952037811279297,8.976146697998047,32.37557601928711,21.64337921142578,1104,276
1,0.75,1,0.04144645854830742,2.187856912612915,2.1464104652404785,5.1802449226379395,28.00337791442871,14.731781959533691,1104,276
1,0.75,2,0.001027024001814425,7.067000865936279,7.06597375869751,12.183501243591309,36.40557861328125,20.333385467529297,1104,276
1,0.75,3,0.574960470199585,2.6669764518737793,2.0920159816741943,0.7123605012893677,28.45745086669922,18.36234474182129,1104,276
2,0.25,0,0.44709959626197815,0.3922576904296875,-0.05484190583229065,0.001857504015788436,27.13979721069336,27.86858367919922,1082,813
2,0.25,1,1.555208444595337,1.582373857498169,0.02716541290283203,0.04869117960333824,22.53361701965332,21.590579986572266,1082,813
2,0.75,0,0.44709959626197815,0.2775159180164337,-0.16958367824554443,0.021572589874267578,27.13979721069336,27.332561492919922,1082,272
2,0.75,1,1.555208444595337,1.4722877740859985,-0.08292067050933838,0.013529214076697826,22.53361701965332,21.862443923950195,1082,272
3,0.25,0,1.9122350215911865,1.7638423442840576,-0.1483926773071289,0.0414242260158062,21.350372314453125,21.33403968811035,1083,813
3,0.75,0,1.9122350215911865,2.5434582233428955,0.631223201751709,0.2421339452266693,21.350372314453125,18.175071716308594,1083,271
4,0.25,0,7.592039108276367,7.489717960357666,-0.10232114791870117,0.3081296682357788,15.665911674499512,15.157617568969727,1075,806
4,0.25,1,9.535672187805176,8.20437240600586,-1.3312997817993164,0.1748788207769394,16.030963897705078,16.976181030273438,1075,806
4,0.25,2,7.066394329071045,6.843585968017578,-0.2228083610534668,0.1525697261095047,10.688786506652832,10.806024551391602,1075,806
4,0.25,3,6.559244155883789,7.493371963500977,0.9341278076171875,0.33406656980514526,8.519969940185547,7.87501335144043,1075,806
4,0.75,0,7.592039108276367,8.214303970336914,0.6222648620605469,0.40128788352012634,15.665911674499512,14.578462600708008,1075,268
4,0.75,1,9.535672187805176,8.439425468444824,-1.0962467193603516,0.233768492937088,16.030963897705078,15.813003540039062,1075,268
4,0.75,2,7.066394329071045,7.759500980377197,0.6931066513061523,0.4774942696094513,10.688786506652832,10.53610897064209,1075,268
4,0.75,3,6.559244155883789,7.227673530578613,0.6684293746948242,1.2296379804611206,8.519969940185547,9.605838775634766,1075,268
5,0.25,0,0.00017093161295633763,0.00023833400337025523,6.74023904139176e-05,1.1882143553521018e-06,39.719207763671875,38.5019416809082,1083,814
5,0.25,1,1.2702070474624634,1.0594209432601929,-0.2107861042022705,0.2791481912136078,24.011323928833008,23.804460525512695,1083,814
5,0.75,0,0.00017093161295633763,0.00014186084445100278,-2.9070768505334854e-05,1.2689098412010935e-06,39.719207763671875,38.907691955566406,1083,272
5,0.75,1,1.2702070474624634,1.02950119972229,-0.24070584774017334,0.4069715738296509,24.011323928833008,23.50331687927246,1083,272
6,0.25,0,0.06999386101961136,0.05441560596227646,-0.0155782550573349,0.0025590325240045786,23.269365310668945,22.68189239501953,1076,808
6,0.25,1,0.1798306405544281,0.4862818121910095,0.3064511716365814,0.03020329214632511,20.490211486816406,19.01193618774414,1076,808
6,0.25,2,1.0109091997146606,1.0212668180465698,0.01035761833190918,0.003359415102750063,20.798749923706055,20.597362518310547,1076,808
6,0.25,3,0.00117964344099164,0.0018612489802762866,0.0006816055392846465,3.691914025694132e-05,35.8420524597168,35.932281494140625,1076,808
6,0.25,4,0.7383554577827454,0.6670507192611694,-0.07130473852157593,0.004840188194066286,31.001054763793945,29.847261428833008,1076,808
6,0.75,0,0.06999386101961136,0.058954328298568726,-0.011039532721042633,0.00415484793484211,23.269365310668945,22.186384201049805,1076,270
6,0.75,1,0.1798306405544281,0.6361891627311707,0.45635852217674255,0.09329525381326675,20.490211486816406,20.118038177490234,1076,270
6,0.75,2,1.0109091997146606,0.8595115542411804,-0.15139764547348022,0.06283240020275116,20.798749923706055,20.519784927368164,1076,270
6,0.75,3,0.00117964344099164,0.002959724748507142,0.001780081307515502,0.00013224093709141016,35.8420524597168,36.653743743896484,1076,270
6,0.75,4,0.7383554577827454,0.6468018293380737,-0.09155362844467163,0.009007015265524387,31.001054763793945,29.920284271240234,1076,270
7,0.25,0,0.013800566084682941,0.02830526977777481,0.01450470369309187,0.0008860229281708598,34.220237731933594,35.011051177978516,1077,808
7,0.25,1,0.004558357875794172,0.012500125914812088,0.007941767573356628,0.0006220554350875318,28.403512954711914,30.027637481689453,1077,808
7,0.25,2,0.003599663032218814,0.002872347366064787,-0.000727315666154027,0.00015893384988885373,24.075279235839844,26.599950790405273,1077,808
