regime,task_id,ratio,aggregation,h_full,h_comp,IG,KL,ce_full,ce_comp,excess_ce
teacher_forced,0,0.25,mean_over_positions,1.009401559829712,1.120928555727005,0.1115269958972931,0.03142746351659295,28.336849212646484,26.57982349395752,-1.7570257186889648
teacher_forced,0,0.5,mean_over_positions,1.009401559829712,1.880872368812561,0.8714708089828492,0.36026009172201157,28.336849212646484,23.888174057006836,-4.448675155639648
teacher_forced,0,0.75,mean_over_positions,1.009401559829712,3.1057419776916504,2.0963403582572937,1.0101725608110428,28.336849212646484,22.39410400390625,-5.942745208740234
teacher_forced,0,0.95,mean_over_positions,1.009401559829712,3.255168914794922,2.2457674145698547,1.5090048164129257,28.336849212646484,21.786852836608887,-6.549996376037598
teacher_forced,1,0.25,mean_over_positions,1.0059722661972046,1.213867425918579,0.2078951597213745,0.0235770884901285,25.19862174987793,26.40045166015625,1.2018299102783203
teacher_forced,1,0.5,mean_over_positions,1.0059722661972046,1.666414499282837,0.6604422330856323,0.086539939045906,25.19862174987793,25.480079650878903,0.281457901000973
teacher_forced,1,0.75,mean_over_positions,1.0059722661972046,2.6936140060424805,1.687641739845276,0.4167865216732025,25.19862174987793,25.492753982543945,0.2941322326660156
teacher_forced,1,0.95,mean_over_positions,1.0059722661972046,6.138330459594727,5.132358074188232,6.883985996246338,25.19862174987793,25.38387107849121,0.18524932861328125
teacher_forced,10,0.25,mean_over_positions,0.519385851919651,0.8725572725137075,0.3531714230775833,0.0902779810130596,27.65890375773112,25.453673044840496,-2.205230712890625
teacher_forced,10,0.5,mean_over_positions,0.519385851919651,1.0166450043519337,0.49725915491580963,0.1282350197434425,27.65890375773112,24.559601465861004,-3.099302291870117
teacher_forced,10,0.75,mean_over_positions,0.519385851919651,2.217799852291743,1.6984139680862427,0.6474062825242678,27.65890375773112,22.29099241892497,-5.367911338806152
teacher_forced,10,0.95,mean_over_positions,0.519385851919651,2.640420158704122,2.121034304300944,4.234007279078166,27.65890375773112,19.925504048665363,-7.733399709065758
teacher_forced,100,0.25,mean_over_positions,0.8553727269172668,2.424299955368042,1.56892728805542,0.5708392858505249,25.53024673461914,27.80931282043457,2.2790660858154297
teacher_forced,100,0.5,mean_over_positions,0.8553727269172668,2.8039369583129883,1.9485642910003664,0.9843146800994872,25.53024673461914,28.75905418395996,3.2288074493408203
teacher_forced,100,0.75,mean_over_positions,0.8553727269172668,3.1712472438812256,2.3158745765686035,1.715091586112976,25.53024673461914,29.657127380371097,4.126880645751957
teacher_forced,100,0.95,mean_over_positions,0.8553727269172668,3.4568979740142822,2.60152530670166,2.8538570404052734,25.53024673461914,28.84922981262207,3.3189830780029297
teacher_forced,101,0.25,mean_over_positions,4.148695468902588,3.555485248565674,-0.5932102203369141,0.4279437065124511,25.96333122253418,27.332548141479492,1.3692169189453125
teacher_forced,101,0.5,mean_over_positions,4.148695468902588,4.153910160064697,0.0052146911621093,0.3794033527374267,25.96333122253418,25.54709243774414,-0.41623878479003906
teacher_forced,101,0.75,mean_over_positions,4.148695468902588,3.917471408843994,-0.2312240600585937,1.926429271697998,25.96333122253418,24.949682235717773,-1.0136489868164062
teacher_forced,101,0.95,mean_over_positions,4.148695468902588,3.3879590034484863,-0.7607364654541016,2.5271735191345215,25.96333122253418,25.862781524658203,-0.10054969787597656
teacher_forced,102,0.25,mean_over_positions,0.6061530134951074,0.7908213542153438,0.18466834227244053,0.08227741297256817,29.31036885579427,27.379427591959637,-1.930941263834633
teacher_forced,102,0.5,mean_over_positions,0.6061530134951074,1.0581374218066533,0.4519844005505244,0.1788963939373692,29.31036885579427,25.943112055460613,-3.3672568003336565
teacher_forced,102,0.75,mean_over_positions,0.6061530134951074,1.826230138540268,1.220077097415924,0.5308054784933726,29.31036885579427,23.463972091674805,-5.846396764119465
teacher_forced,102,0.95,mean_over_positions,0.6061530134951074,2.5081182718276978,1.9019653002421062,7.972063302993774,29.31036885579427,20.334219614664715,-8.976149241129555
teacher_forced,103,0.25,mean_over_positions,0.5272449972108006,1.0850900262594223,0.5578450262546539,0.7832229109480977,26.813368797302246,24.41229486465454,-2.401073932647705
teacher_forced,103,0.5,mean_over_positions,0.5272449972108006,2.168506994843483,1.6412620097398758,1.577079612761736,26.813368797302246,21.947346210479736,-4.86602258682251
teacher_forced,103,0.75,mean_over_positions,0.5272449972108006,2.0584587156772614,1.5312137305736542,1.5860010404139757,26.813368797302246,22.15104627609253,-4.662322521209717
teacher_forced,103,0.95,mean_over_positions,0.5272449972108006,4.709340512752533,4.182095542550087,6.013866662979126,26.813368797302246,19.509084939956665,-7.304283857345581
teacher_forced,104,0.25,mean_over_positions,1.3283157348632812,1.8415870666503904,0.5132713317871094,0.1451201736927032,32.88330078125,30.158546447753903,-2.7247543334960973
teacher_forced,104,0.5,mean_over_positions,1.3283157348632812,2.163930177688598,0.8356144428253174,0.5733227133750916,32.88330078125,28.249622344970703,-4.633678436279297
teacher_forced,104,0.75,mean_over_positions,1.3283157348632812,2.09371566772461,0.7653999328613281,0.8026893138885498,32.88330078125,27.91898536682129,-4.964315414428711
teacher_forced,104,0.95,mean_over_positions,1.3283157348632812,2.6626625061035156,1.3343467712402344,1.1509737968444824,32.88330078125,24.680421829223633,-8.202878952026367
teacher_forced,105,0.25,mean_over_positions,1.2288600206375122,1.6919140815734863,0.4630540609359741,0.067737303674221,27.384565353393555,26.77949333190918,-0.605072021484375
teacher_forced,105,0.5,mean_over_positions,1.2288600206375122,2.0142457485198975,0.7853857278823853,0.159869983792305,27.384565353393555,26.539257049560547,-0.8453083038330078
