regime,task_id,kv_caching,ratio,h_mean,ce_mean
teacher_forced,0,full,,1.009401559829712,28.336849212646484
teacher_forced,1,full,,1.0059722661972046,25.19862174987793
teacher_forced,10,full,,0.519385851919651,27.65890375773112
teacher_forced,100,full,,0.8553727269172668,25.53024673461914
teacher_forced,101,full,,4.148695468902588,25.96333122253418
teacher_forced,102,full,,0.6061530134951074,29.31036885579427
teacher_forced,103,full,,0.5272449972108006,26.813368797302246
teacher_forced,104,full,,1.3283157348632812,32.88330078125
teacher_forced,105,full,,1.2288600206375122,27.384565353393555
teacher_forced,106,full,,0.35404485315084455,22.691046905517577
teacher_forced,107,full,,1.67471718788147,28.209715843200684
teacher_forced,108,full,,1.0362074822187424,24.80836009979248
teacher_forced,109,full,,2.123927593231201,31.95001983642578
teacher_forced,11,full,,2.7549023628234863,30.32725715637207
teacher_forced,110,full,,1.0348507165908811,26.492565155029297
teacher_forced,111,full,,1.019421935081482,26.926532745361328
teacher_forced,112,full,,1.2069790363311768,24.916955947875977
teacher_forced,113,full,,0.41253998223692173,28.30267906188965
teacher_forced,114,full,,0.6813973564809809,28.716045379638672
teacher_forced,115,full,,1.086691436668237,26.21005630493164
teacher_forced,116,full,,0.8257396295666695,29.613919258117676
teacher_forced,117,full,,0.6466157051424185,27.64662233988444
teacher_forced,118,full,,0.5619649492825071,27.881011962890625
teacher_forced,119,full,,0.7815012161930402,26.897013982137043
teacher_forced,12,full,,0.7351809069514275,28.005332946777344
teacher_forced,120,full,,1.4579704999923706,30.11214828491211
teacher_forced,121,full,,1.4285489916801453,26.27876567840576
teacher_forced,122,full,,0.6629510583976905,26.84320640563965
teacher_forced,123,full,,0.5398109916908046,28.668019612630207
teacher_forced,124,full,,0.6530515576402346,26.81776746114095
teacher_forced,125,full,,0.6055596352865299,28.370405832926433
teacher_forced,126,full,,1.8076053857803345,26.18541145324707
teacher_forced,127,full,,1.2161273956298828,26.792991638183597
teacher_forced,128,full,,1.599539041519165,21.545372009277344
teacher_forced,129,full,,1.1878060003121693,24.57979393005371
teacher_forced,13,full,,0.8687580227851868,26.309551239013672
teacher_forced,130,full,,3.024032771587372,22.514254570007324
teacher_forced,131,full,,2.2594656944274902,28.75940704345703
teacher_forced,132,full,,1.9458199739456177,30.51396751403809
teacher_forced,133,full,,0.2914379850029945,25.214375305175782
teacher_forced,134,full,,1.945990204811096,31.90018844604492
teacher_forced,135,full,,0.5352728890720755,27.94399070739746
teacher_forced,136,full,,1.7525219917297363,25.45978546142578
teacher_forced,137,full,,2.1833267211914062,25.983253479003903
teacher_forced,138,full,,0.532683977857232,26.776737213134766
teacher_forced,139,full,,0.9958717226982116,29.74126243591309
teacher_forced,14,full,,2.885392427444458,30.641557693481445
teacher_forced,140,full,,0.5740038488681117,27.94030825297038
teacher_forced,141,full,,0.7285140327044896,26.181000573294504
teacher_forced,142,full,,3.1391775608062744,25.891305923461918
teacher_forced,143,full,,0.5864660811300079,27.815555572509766
teacher_forced,144,full,,1.263814091682434,29.042821884155277
teacher_forced,145,full,,0.8680384457111359,27.78346061706543
teacher_forced,146,full,,0.31281074956059457,24.73907470703125
teacher_forced,147,full,,1.0178321674466133,23.729056358337402
teacher_forced,148,full,,0.7203817740082741,32.2588529586792
teacher_forced,149,full,,2.411736011505127,32.65201568603516
teacher_forced,15,full,,2.175318956375122,29.23184585571289
teacher_forced,16,full,,1.2305854260921478,27.332228660583496
teacher_forced,17,full,,0.5806412485738596,25.05104128519694
teacher_forced,18,full,,0.6930071115493773,30.57409954071045
teacher_forced,19,full,,0.6658619133134682,27.813012440999348
teacher_forced,2,full,,3.022239446640014,27.055273056030277
teacher_forced,20,full,,2.3074424266815186,24.90733051300049
teacher_forced,21,full,,0.5955706931029757,29.02240498860677
teacher_forced,22,full,,0.5470205277670175,28.896104335784912
teacher_forced,23,full,,1.2465656846761706,29.590906143188477
teacher_forced,24,full,,2.209002733230591,31.87359619140625
teacher_forced,25,full,,4.913612842559815,22.8148193359375
teacher_forced,26,full,,0.9292938982446989,24.150681177775066
teacher_forced,27,full,,1.1409167349338531,23.265807151794434
teacher_forced,28,full,,1.5935003161430359,25.808500289916992
teacher_forced,29,full,,3.418778657913208,28.190269470214844
teacher_forced,3,full,,2.304265260696411,31.244531631469727
teacher_forced,30,full,,1.0410172939300537,28.05870819091797
teacher_forced,31,full,,0.5784836734334627,28.26165771484375
teacher_forced,32,full,,3.308013439178467,28.886802673339844
teacher_forced,33,full,,0.8491871505975723,29.26268196105957
teacher_forced,34,full,,2.5777292251586914,30.9012451171875
teacher_forced,35,full,,3.049287796020508,28.54471969604492
teacher_forced,36,full,,0.7946560368097076,30.094750722249348
teacher_forced,37,full,,1.2311948537826538,25.74188995361328
teacher_forced,38,full,,0.4333683268133817,27.675512858799525
teacher_forced,39,full,,0.37247606320306653,26.49135732650757
teacher_forced,4,full,,4.382538795471191,21.02348232269287
teacher_forced,40,full,,0.7419670596718788,27.610408782958984
teacher_forced,41,full,,0.5262645813636482,27.71894884109497
teacher_forced,42,full,,1.0254866098985076,26.436365604400635
teacher_forced,43,full,,3.5174145698547363,28.698984146118164
teacher_forced,44,full,,0.7061942499130964,26.784258524576824
teacher_forced,45,full,,1.340810775756836,27.09510040283203
teacher_forced,46,full,,1.7627496123313904,24.706335067749023
teacher_forced,47,full,,2.9847888946533203,28.78594970703125
teacher_forced,48,full,,0.3804884549230337,23.988057708740236
teacher_forced,49,full,,1.3471265733242035,30.438883781433105
teacher_forced,5,full,,0.6932155614097913,25.88827641805013
teacher_forced,50,full,,2.8262252807617188,28.542949676513672
teacher_forced,51,full,,2.291136741638184,30.740253448486328
teacher_forced,52,full,,1.097582221031189,25.128177642822266
teacher_forced,53,full,,0.6071714833378792,26.909888585408527
teacher_forced,54,full,,3.624996542930603,20.56175994873047
teacher_forced,55,full,,1.4169950485229492,29.70086097717285
teacher_forced,56,full,,1.2569591403007507,27.491589546203613
teacher_forced,57,full,,0.558388095581904,28.681169509887695
teacher_forced,58,full,,3.0714545249938965,26.114877700805664
teacher_forced,59,full,,0.6293951434393724,26.65184275309245
teacher_forced,6,full,,0.6481531858444214,27.62252140045166
teacher_forced,60,full,,1.8330231308937075,27.343034744262695
teacher_forced,61,full,,4.260282754898071,21.359270572662354
teacher_forced,62,full,,0.3027467453586204,26.049070358276367
teacher_forced,63,full,,0.46351120062172413,26.18277104695638
teacher_forced,64,full,,1.7806061506271362,25.676172256469727
teacher_forced,65,full,,4.582665999730428,20.714141527811687
teacher_forced,66,full,,0.5931348813076814,28.9541072845459
